,model_daily,model_weekly,model_weekly_10_holdings,momentum_only,nifty50,equal_weight_nifty100
2021-01-01,115835.61,111324.77,177309.69,136925.87,166977.35,187111.56
2021-01-04,117343.91,110977.57,179636.36,138218.92,168339.99,190531.39
2021-01-05,117145.96,111727.10,179772.92,138786.97,169133.28,191624.83
2021-01-06,116573.21,112182.05,179667.20,137463.77,168499.00,192012.95
2021-01-07,116612.21,110660.53,180364.86,139769.47,168392.99,193852.29
2021-01-08,118316.01,112290.95,182626.14,141667.57,170893.16,196169.03
2021-01-11,118864.86,112170.12,183770.40,143852.82,172530.95,196953.11
2021-01-12,118771.06,108988.26,182018.59,144584.72,173468.37,198740.10
2021-01-13,117676.06,108318.08,181074.97,144538.67,173485.03,198884.41
2021-01-14,118552.56,107910.26,181129.53,143059.47,173851.30,199239.33
2021-01-15,115791.16,105545.40,178380.21,140742.17,171922.89,196838.72
2021-01-18,112350.86,104461.42,173473.24,135958.77,170107.61,192894.71
2021-01-19,113750.81,105876.77,176768.30,137452.27,172964.52,197096.86
2021-01-20,114823.56,106650.78,178428.75,141046.12,174436.15,199171.42
2021-01-21,112841.26,107002.48,175901.72,139536.42,173788.77,196710.75
2021-01-22,111805.66,104345.46,171268.43,138045.87,171186.77,194286.31
2021-01-25,110556.61,102962.45,170117.67,133786.97,169602.58,192718.87
2021-01-27,109979.91,101147.41,167815.24,134314.27,166369.87,189820.79
2021-01-28,108833.71,100508.59,166795.30,132701.27,164583.79,188412.82
2021-01-29,106854.01,98895.65,162832.99,131245.97,162404.63,185882.77
2021-02-01,109841.36,100430.92,166312.80,137801.97,170106.43,193873.07
2021-02-02,113603.66,101613.68,170078.27,141152.32,174473.66,198624.60
2021-02-03,117083.91,102600.29,173260.91,143445.52,176166.25,201179.47
2021-02-04,117788.36,101610.70,173739.64,146463.72,177425.27,203923.53
2021-02-05,118711.41,102568.65,175382.94,147257.12,177765.93,203403.79
2021-02-08,119174.91,103008.77,177054.06,151154.47,180047.52,206282.45
2021-02-09,118016.21,104078.07,176867.63,151243.02,179970.10,205789.28
2021-02-10,118855.51,104159.91,177890.07,153441.77,179936.75,206959.44
2021-02-11,118471.21,104485.65,178422.70,154372.22,180732.41,207786.84
2021-02-12,117903.06,103676.48,177110.57,158406.77,180613.30,207294.44
2021-02-15,116936.71,103428.61,176711.71,162258.47,182416.66,209283.56
2021-02-16,116501.25,102683.50,178804.56,163776.02,182401.78,209981.05
2021-02-17,116382.75,100286.97,176415.86,164102.37,181156.46,210166.60
2021-02-18,116340.60,100757.77,176612.26,164966.42,180085.04,211176.17
2021-02-19,114757.55,99327.64,173025.19,160962.92,178450.82,207703.32
2021-02-22,113755.35,98170.13,169339.67,161069.27,174805.40,204318.82
2021-02-23,115657.50,97614.77,169823.64,161984.52,175187.74,206694.05
2021-02-24,115446.45,98009.29,170602.62,162718.97,178453.80,209049.02
2021-02-25,113581.95,97476.09,172708.25,165642.32,179827.75,212328.34
2021-02-26,114040.40,95219.06,169436.35,163097.87,173059.81,206190.61
2021-03-01,113600.70,97772.07,171461.01,165159.67,175827.97,209833.46
2021-03-02,115616.10,99173.74,172568.69,168190.42,177704.58,212920.71
2021-03-03,117351.10,99992.15,175156.69,172707.92,181593.59,216183.06
2021-03-04,117605.55,100066.93,174951.85,172433.37,179630.03,215994.59
2021-03-05,115933.10,99271.74,171941.71,170171.57,177930.89,211814.12
2021-03-08,116522.55,99409.82,172462.23,170132.12,178146.49,212538.13
2021-03-09,116880.04,100102.68,171921.50,170205.47,179840.27,211443.19
2021-03-10,118524.09,100507.82,174083.46,170683.57,180750.28,213020.59
2021-03-12,117193.29,99539.37,172529.68,170136.31,179036.86,211281.00
2021-03-15,117399.74,98065.28,172229.13,170810.21,177828.46,210738.73
2021-03-16,117405.89,99442.37,173164.09,172260.71,177601.56,210783.28
2021-03-17,114496.64,98254.50,169073.37,167660.01,175348.55,206029.17
2021-03-18,111736.29,96604.30,166855.78,165517.16,173401.66,203969.52
2021-03-19,114863.14,97644.37,169002.82,169593.91,175618.93,206660.52
2021-03-22,117655.37,99886.47,172329.87,181208.51,175528.41,207542.66
2021-03-23,118720.07,102438.57,174107.89,189782.16,176461.65,209051.90
2021-03-24,118972.67,101347.77,171929.99,186050.06,173301.01,204775.85
2021-03-25,117353.62,98429.72,168632.24,178975.31,170626.95,200538.44
2021-03-26,117895.47,98335.57,170453.02,179996.57,172799.55,203786.83
2021-03-30,121491.97,100629.62,171520.27,183311.72,176823.15,206689.80
2021-03-31,121427.61,100993.92,172254.54,184738.72,174984.07,206957.31
2021-04-01,120951.72,100182.36,176103.42,190223.52,177088.18,211015.42
2021-04-05,120960.51,99776.81,174918.69,190764.57,174353.96,208160.43
2021-04-06,121569.03,99826.81,176608.21,199755.57,174898.30,209843.39
2021-04-07,123981.92,101930.01,179414.54,196289.57,176512.87,212131.87
2021-04-08,124986.53,102866.61,182830.66,198122.87,177165.01,213192.79
2021-04-09,126536.22,104164.01,183479.75,202129.42,176701.06,212935.14
2021-04-12,121407.83,99785.51,174753.94,187999.52,170458.99,201541.55
2021-04-13,120691.43,99128.96,178917.84,190640.47,172769.77,205448.18
2021-04-15,122057.53,100245.56,179018.37,191575.87,173682.77,205911.20
2021-04-16,127862.03,105273.56,182242.45,197953.72,174116.33,208329.87
2021-04-19,128994.02,106447.31,179941.45,196840.62,171038.48,204043.69
2021-04-20,130128.12,107710.26,181581.30,200225.32,170287.48,204648.79
2021-04-22,132999.32,108956.01,183180.65,199950.27,171594.73,205638.70
2021-04-23,132142.02,107935.75,182571.11,199265.92,170822.88,205455.59
2021-04-26,132140.42,108535.20,184037.61,200944.17,172533.93,207072.24
2021-04-27,133505.72,110782.55,186238.96,204369.27,174535.61,209772.32
2021-04-28,135819.62,112352.25,188196.81,206087.92,177054.83,212207.37
2021-04-29,136227.52,112847.80,187213.73,206172.22,177416.34,212905.27
2021-04-30,136154.11,113216.55,186679.22,203806.56,174274.15,211624.20
2021-05-03,136814.22,113600.30,188124.08,212163.52,174310.49,212982.17
2021-05-04,135110.82,112563.65,188480.56,208023.57,172670.91,212158.44
2021-05-05,136510.84,113453.50,190188.38,208549.27,174116.33,214861.51
2021-05-06,139424.21,115510.70,192334.80,210349.07,175390.23,216921.32
2021-05-07,137907.34,114007.09,193100.87,206487.97,176561.71,217964.66
2021-05-10,141804.43,117399.67,195547.58,207460.17,177981.52,221166.41
2021-05-11,141020.62,116716.29,196179.07,208999.72,176890.45,222171.92
2021-05-12,137642.86,113947.48,192843.50,206750.52,175053.15,219976.54
2021-05-14,133190.21,110263.74,188709.00,197844.27,174830.41,216901.05
2021-05-17,134993.85,111729.84,191681.79,207391.57,177752.83,220090.52
2021-05-18,136523.04,113046.13,197068.51,211988.17,179955.80,223329.63
2021-05-19,136312.28,112861.19,197007.23,209175.32,179027.33,222989.18
2021-05-20,134984.81,111768.76,195514.19,209263.87,177549.14,221399.22
2021-05-21,136115.69,112756.63,197948.78,210790.57,180756.24,223330.72
2021-05-24,137297.83,113787.34,199840.67,208686.67,181023.05,224481.91
2021-05-25,137742.35,114151.09,199735.53,206758.17,181151.10,224662.97
2021-05-26,139185.43,115245.31,199961.98,210147.67,182258.84,224705.87
2021-05-27,140820.80,116600.93,200265.93,212052.77,182692.40,226075.59
2021-05-28,141732.48,117213.73,201454.60,210522.07,183857.33,226217.32
2021-05-31,142411.75,117783.64,200526.10,212659.52,185610.06,227493.84
2021-06-01,141157.03,116780.42,200987.84,223625.27,185515.36,227263.99
2021-06-02,142554.97,118010.84,204254.59,239211.52,185531.45,230124.77
2021-06-03,142941.13,118295.62,205462.92,244042.27,186891.10,232171.25
2021-06-04,144351.09,119345.24,207532.15,253875.47,186651.69,233604.88
2021-06-07,147131.27,121762.00,214509.14,249219.22,187621.27,235916.87
2021-06-08,148978.40,123360.65,219313.61,251665.12,187483.69,236370.96
2021-06-09,151222.60,125386.50,218927.06,245857.37,186235.99,234473.17
2021-06-10,153423.60,127276.81,221217.59,247810.02,187455.70,236998.57
2021-06-11,152567.84,126536.14,220900.63,249069.67,188189.43,237734.55
2021-06-14,152362.24,126323.81,217597.03,238624.47,188338.32,236587.80
2021-06-15,151559.90,125625.30,215140.21,238771.97,189022.03,236607.75
2021-06-16,152080.30,126191.63,210948.54,230998.92,187810.65,234047.92
2021-06-17,151212.00,125465.22,205411.06,223369.22,186903.62,231031.36
2021-06-18,150041.64,124381.18,203240.96,228903.42,186807.73,229121.97
2021-06-21,150608.17,124837.72,205904.26,235406.02,187559.92,231205.88
2021-06-22,151171.77,125286.15,208065.08,239483.87,187872.59,232104.13
2021-06-23,149413.56,123791.52,206093.83,234238.72,186850.61,231027.81
2021-06-24,149455.04,123799.00,203812.53,231891.62,188083.42,230544.20
2021-06-25,150509.98,124694.60,206948.41,230255.27,188916.01,233178.66
2021-06-28,151549.29,125548.99,208003.57,229179.22,188372.27,234040.98
2021-06-29,150651.93,124848.24,206750.62,225966.55,187583.15,232546.50
2021-06-30,150269.28,124722.82,205110.78,224456.85,187262.14,231956.65
2021-07-01,147253.68,123986.17,203551.74,223372.95,186767.83,231564.79
2021-07-02,144497.32,123323.46,203722.57,219109.15,187270.48,231549.59
2021-07-05,142051.22,121114.52,203150.44,217818.55,188606.32,233149.16
2021-07-06,144060.17,122926.75,204295.46,218339.70,188414.55,232078.65
2021-07-07,144098.70,122981.93,204852.36,219665.20,189145.91,233526.76
2021-07-08,143914.53,122915.22,203052.16,219646.70,187338.38,231513.10
2021-07-09,143806.00,122724.88,204689.52,220164.60,186884.56,232315.57
2021-07-12,144289.34,122981.41,204749.87,220186.85,186917.90,232747.51
2021-07-13,144826.21,123270.56,204979.73,219293.75,188344.27,233354.51
2021-07-14,147590.03,125590.15,206001.62,216927.40,188839.79,233773.87
2021-07-15,149296.96,127103.75,206727.25,218701.35,189676.55,234531.20
2021-07-16,150303.43,127923.11,207657.49,216598.90,189667.02,235288.82
2021-07-19,149149.04,126961.94,205061.34,215519.80,187630.20,233604.38
2021-07-20,148116.00,125966.19,201965.29,213509.10,186197.28,230951.17
2021-07-22,149941.59,127482.53,205659.10,217319.30,188483.64,233606.81
2021-07-23,149280.42,126933.48,205046.40,216951.40,188864.79,233208.01
2021-07-26,148133.72,125937.71,205728.76,217435.35,188488.41,233544.54
2021-07-27,146964.87,125024.50,204477.13,215108.65,187559.33,232538.71
2021-07-28,146463.54,124473.79,204194.05,213053.60,187118.02,231738.86
2021-07-29,147916.89,125768.64,208038.39,211917.10,187940.49,234276.17
2021-07-30,147976.18,125812.10,210206.28,216054.10,187757.05,235240.09
2021-08-02,150166.37,127572.77,212663.89,218462.90,189211.42,238012.41
2021-08-03,151869.33,129087.15,214814.25,219154.80,192136.81,239628.64
2021-08-04,149612.24,127229.31,211219.43,217292.00,193662.04,237628.75
2021-08-05,149669.30,127346.88,211054.35,219944.15,194088.46,238036.74
2021-08-06,149244.16,127012.38,213276.71,229231.00,193416.67,238454.55
2021-08-09,148243.90,126201.77,210008.20,225918.25,193655.49,236844.54
2021-08-10,147646.43,125713.17,207366.90,223464.15,193915.74,234895.03
2021-08-11,147961.89,125959.85,210531.34,221903.20,193941.36,234922.07
2021-08-12,149623.22,127516.61,211873.00,223548.10,194919.87,236565.99
2021-08-13,150860.68,128558.92,211554.16,225972.98,196881.63,236430.21
2021-08-16,150011.29,127818.15,213413.02,224692.83,197286.03,235655.24
2021-08-17,150773.65,128412.63,213223.38,223335.43,197900.04,235785.97
2021-08-18,150261.04,127869.41,211879.86,223673.63,197355.11,236093.78
2021-08-20,147347.89,125341.14,204429.80,215414.78,195945.42,230618.40
2021-08-23,145868.61,124148.12,202171.80,208282.03,196492.73,229772.34
2021-08-24,147350.89,125373.17,206815.80,215590.33,198019.16,233234.36
2021-08-25,147451.67,125551.05,207735.97,218710.53,198138.87,233399.91
2021-08-26,146907.46,125117.37,206475.38,215846.98,198165.67,232912.10
2021-08-27,148298.17,126248.74,209039.03,219169.23,198979.19,235481.60
2021-08-30,149384.15,127201.62,211616.60,221175.08,201669.36,238990.74
2021-08-31,150431.89,127939.94,215268.68,227408.18,204065.28,241263.91
2021-09-01,151244.96,128763.81,214629.44,224687.93,203398.86,241824.08
2021-09-02,152242.19,129537.55,216401.03,225183.38,205279.65,244674.79
2021-09-03,153295.06,130420.04,217374.39,225425.13,206345.09,246634.53
2021-09-06,157176.26,133646.33,219528.93,226557.88,206990.70,247263.58
2021-09-07,156357.94,132855.51,217996.41,224481.08,206803.68,246947.98
2021-09-08,156029.97,132523.84,216667.12,223640.08,206701.24,247239.75
2021-09-09,157263.68,133545.67,217600.63,224034.03,206888.85,247872.19
2021-09-13,158653.36,134717.27,218160.10,221405.13,206722.69,248398.29
2021-09-14,159801.17,135727.25,218239.28,220575.98,207016.89,250109.54
2021-09-15,160558.15,136450.73,220058.45,221604.98,208677.90,252436.27
2021-09-16,159027.65,135242.42,219739.46,219184.58,209988.74,254354.39
2021-09-17,158027.32,134391.54,216554.26,214916.25,209460.48,252092.99
2021-09-20,155292.08,132068.25,209334.99,200932.12,207218.20,246116.93
2021-09-21,156899.34,133394.30,212591.42,203790.97,209184.73,248410.35
2021-09-22,158706.88,134964.49,214333.05,203952.97,209001.90,250277.70
2021-09-23,161767.92,137770.47,218443.34,206994.52,212292.95,253736.06
2021-09-24,161040.99,137798.86,214144.68,204493.40,212653.27,252230.54
2021-09-27,159466.66,138624.90,213154.84,210828.10,212675.90,252766.06
2021-09-28,158493.93,136131.55,211529.02,206909.87,211407.36,251463.25
2021-09-29,159797.37,136676.84,213747.20,206517.57,210963.09,253337.79
2021-09-30,158920.53,135596.69,214003.12,206104.70,209853.55,253453.56
2021-10-01,159687.56,135659.20,214240.58,206445.12,208828.00,253597.98
2021-10-04,159930.24,137284.27,219114.71,214375.67,210724.26,257311.06
2021-10-05,159763.82,137435.22,219139.67,217326.12,212285.23,258827.60
2021-10-06,156508.85,134397.88,213563.01,214473.60,210185.27,255500.98
2021-10-07,157294.55,136076.54,216071.96,217725.35,211904.65,259287.21
2021-10-08,159648.70,138518.55,217492.58,216803.77,213153.54,260411.67
2021-10-11,160981.68,138872.02,218131.41,217280.55,213758.03,262269.79
2021-10-12,161692.10,139488.36,218925.15,218539.60,214305.95,264089.15
2021-10-13,165116.54,141969.46,222879.35,220961.50,216328.48,267547.51
2021-10-14,171613.25,148965.59,229330.40,226272.64,218434.39,270638.71
2021-10-18,173085.67,148162.40,233074.42,227671.84,220084.10,272997.94
2021-10-19,170529.68,146015.28,227966.81,219805.72,219389.66,268066.28
2021-10-20,167975.18,145277.44,224568.28,218733.22,217577.37,264570.46
2021-10-21,168121.91,146271.08,223334.54,217699.52,216523.23,263228.65
2021-10-22,165136.70,142794.47,217310.60,212360.64,215770.45,260415.47
2021-10-25,163549.18,141223.07,217127.85,210946.22,215895.51,257727.04
2021-10-26,166305.33,142307.03,220763.64,215676.14,217598.82,261546.51
2021-10-27,165607.28,142980.83,218861.70,215257.09,216914.50,261358.87
2021-10-28,162495.94,136029.50,213588.12,201288.77,212701.52,255946.88
2021-10-29,162721.57,136451.23,213655.83,203659.19,210490.80,255469.21
2021-11-01,167451.07,139434.37,219160.74,212021.22,213563.89,260457.34
2021-11-02,164033.64,139081.99,218674.53,210884.64,213079.09,261196.32
2021-11-03,165676.87,140377.45,220227.75,212037.14,212367.40,261135.58
2021-11-04,165977.14,140726.92,220908.05,212935.52,213410.84,263125.19
2021-11-08,168861.57,144908.02,224785.11,219880.84,215218.37,266509.70
2021-11-09,169085.27,147355.31,226677.76,223815.89,214928.91,267698.11
2021-11-10,167288.58,147778.95,226283.02,221309.39,214606.71,266438.97
2021-11-11,165785.87,146486.76,226158.40,221501.97,212896.26,264253.79
2021-11-12,167792.97,149306.75,228059.26,224273.54,215625.72,267080.95
2021-11-15,167142.61,151350.75,229938.18,225088.14,215705.52,267336.60
2021-11-16,166715.40,150317.75,230058.82,221365.07,214392.31,266706.14
2021-11-17,165624.68,149536.75,229230.65,220252.44,213194.65,265740.54
2021-11-18,164216.36,148777.40,224525.59,216292.67,211600.34,261789.96
2021-11-22,160401.43,145909.80,220849.02,212946.16,207452.26,256043.81
2021-11-23,163692.83,148765.25,226650.19,217181.16,208486.13,259651.01
2021-11-24,161338.14,148707.75,225711.54,220346.46,207434.39,258486.78
2021-11-25,162290.05,149853.45,229642.13,220578.56,208878.02,259817.32
2021-11-26,156122.18,143875.20,220365.89,210258.17,202805.67,250085.87
2021-11-29,155121.23,143761.55,217609.39,206858.57,203133.23,248219.18
2021-11-30,153180.68,143211.70,216205.74,205679.07,202290.51,247551.31
2021-12-01,154851.94,144179.10,218537.21,210929.07,204478.62,250646.77
2021-12-02,159141.94,147794.55,221468.25,213568.92,207274.77,254088.19
2021-12-03,158152.24,146231.33,219837.13,211550.32,204833.56,253343.41
2021-12-06,155064.98,143456.58,216043.38,205500.87,201445.42,248877.40
2021-12-07,156925.69,145066.93,220131.64,210066.92,204595.33,253026.23
2021-12-08,159878.83,147785.13,224940.92,213506.22,208085.92,257336.98
2021-12-09,160259.18,148101.38,225409.46,213849.37,208646.94,258410.00
2021-12-10,160192.19,148032.58,227056.56,215319.52,208580.84,259254.06
2021-12-13,162139.98,149960.18,226226.89,214876.72,206876.93,258208.93
2021-12-14,161932.09,149661.43,225936.44,214761.67,206360.59,257807.36
2021-12-15,161326.34,149217.68,223580.06,212211.52,205127.78,255814.63
2021-12-16,163517.83,151006.03,224553.33,211130.22,205449.38,254985.82
2021-12-17,165453.88,152856.78,219324.62,203749.37,202314.33,249356.60
2021-12-20,160440.48,148200.63,211180.61,197174.32,197895.27,241826.82
2021-12-21,165358.09,152263.53,215531.21,201011.57,199761.17,245103.80
2021-12-22,169070.73,155449.68,219328.65,205885.02,201959.98,248781.64
2021-12-23,170559.38,156739.78,220990.05,207317.57,203355.38,250749.45
2021-12-24,171205.88,157391.88,220273.90,208620.42,202535.30,248570.34
2021-12-27,172188.14,158228.98,221183.71,210785.47,203517.97,249749.17
2021-12-28,175259.78,161086.63,224185.73,213838.62,205268.92,252376.47
2021-12-29,174881.83,160702.38,223509.04,210501.22,205034.86,252445.17
2021-12-30,176653.39,162294.23,223877.87,208254.17,204919.91,251771.94
2021-12-31,177646.90,163264.38,225763.40,210442.27,206707.80,254912.25
2022-01-03,178073.20,163689.28,229169.25,212467.02,209943.47,258190.14
2022-01-04,177677.00,163250.23,231765.53,212433.17,212082.13,259176.70
2022-01-05,175867.25,161469.48,232234.46,211238.17,213511.48,260396.15
2022-01-06,174252.35,159923.23,230565.04,212847.97,211375.21,259723.90
2022-01-07,175186.95,160697.23,233112.10,212243.02,212170.86,261073.06
2022-01-10,173422.85,159120.48,232940.72,216750.67,214441.16,263251.21
2022-01-11,173506.75,159207.33,233691.88,223274.17,215065.89,262579.19
2022-01-12,172892.40,158689.63,234614.45,223799.32,216931.18,264846.82
2022-01-13,169878.75,156419.48,233601.16,228193.02,217472.56,265988.72
2022-01-14,168250.35,154907.43,232599.43,228934.02,217448.14,267006.32
2022-01-17,168502.25,155139.83,234717.84,229943.97,218071.68,267712.85
2022-01-18,162827.80,149878.43,228555.64,224413.57,215748.42,262175.69
2022-01-19,159001.85,146221.33,226216.96,228023.12,213668.12,261873.29
2022-01-20,159339.10,146481.78,224884.68,229406.12,211507.42,261379.75
2022-01-21,158530.05,145751.68,219555.45,224429.77,209841.64,256562.91
2022-01-24,152283.85,140106.23,209785.54,211880.97,204266.59,247363.82
2022-01-25,152814.10,140914.28,212155.87,216903.07,205801.34,250805.64
2022-01-27,147200.05,135634.98,208404.78,214183.57,203802.65,248652.61
2022-01-28,151419.70,139662.58,211680.18,215627.62,203704.97,250507.00
2022-01-31,154049.05,142073.63,216496.93,217435.32,206538.65,254324.39
2022-02-01,155597.75,143547.33,217960.20,221837.12,209361.61,257913.46
2022-02-02,158091.90,145697.73,219726.19,224694.47,211781.38,261000.82
2022-02-03,155321.60,142983.23,216106.23,223522.07,209163.28,258829.14
2022-02-04,155740.10,143492.23,215333.75,225004.82,208640.40,257956.79
2022-02-07,151601.05,139757.73,212140.49,222898.97,205034.86,255170.15
2022-02-08,150503.20,138645.98,210598.25,216791.42,205667.95,254538.95
2022-02-09,153957.35,141840.53,215494.77,223003.67,208015.06,257930.59
2022-02-10,155665.15,143544.33,217030.90,224391.62,209707.03,260033.62
2022-02-11,152164.70,140194.03,210931.54,219976.37,206954.36,255948.60
2022-02-14,148571.75,136824.28,203034.55,208185.22,200618.20,246100.04
2022-02-15,153869.70,141714.38,210676.07,217601.77,206688.73,253936.24
2022-02-16,152987.50,140897.58,209296.03,217174.17,206328.41,253687.15
2022-02-17,153148.80,141084.58,207876.54,215659.62,206118.78,252737.24
2022-02-18,152067.45,140145.53,206241.85,215148.67,205781.71,251161.81
2022-02-21,152959.75,141000.43,205305.77,210666.37,204952.09,248616.18
2022-02-22,154782.35,142830.83,207328.05,208465.47,203588.83,247195.14
2022-02-23,155246.59,143202.13,208526.10,209652.02,203244.01,247770.56
2022-02-24,147723.65,136200.83,197262.77,193235.17,193532.80,233055.51
2022-02-25,153569.85,141622.48,206200.35,204836.42,198421.76,242402.30
2022-02-28,156300.60,144233.93,207944.48,208635.67,200035.73,245034.02
2022-03-02,157460.45,145385.28,207368.58,209565.32,197797.01,244386.32
2022-03-03,159376.10,147025.18,209726.00,210570.77,196511.81,243807.36
2022-03-04,158620.85,146395.68,207438.78,205630.77,193501.83,238647.16
2022-03-07,156534.15,144382.88,204551.06,201148.62,188949.37,233732.45
2022-03-08,159322.05,146927.78,208808.45,206807.62,190739.62,236347.86
2022-03-09,159333.20,147247.98,210776.24,210894.42,194692.95,240354.39
2022-03-10,159535.35,147864.48,211169.70,218428.02,197665.40,244167.91
2022-03-11,161296.70,149806.53,212236.98,218071.47,198088.83,245769.75
2022-03-14,162895.72,151853.33,213758.83,217587.47,200957.67,246403.26
2022-03-15,161186.71,148033.03,208607.20,212783.32,198476.55,243827.67
2022-03-16,165176.36,148835.48,212212.43,218686.92,202197.01,248676.41
2022-03-17,169845.73,147949.18,213983.87,223815.52,205909.75,252077.01
2022-03-21,169777.20,147011.18,212313.61,222677.72,203891.38,249837.11
2022-03-22,171371.19,148007.53,214625.98,226024.07,206248.62,251827.81
2022-03-23,171644.88,149203.68,215558.68,225696.97,205416.62,252112.51
2022-03-24,171431.56,150281.83,217606.03,229005.47,205143.85,252892.41
2022-03-25,177313.33,155004.63,219725.63,232001.62,204313.05,252703.97
2022-03-28,182124.35,159227.43,221027.01,234701.22,205134.92,253104.64
2022-03-29,179041.10,156481.53,220426.21,234917.47,206365.36,254106.93
2022-03-30,184094.55,159919.98,224943.06,240667.62,208425.39,255866.87
2022-03-31,182217.15,157210.84,222526.78,241400.32,208026.37,256217.11
2022-04-01,184389.75,157062.73,223461.46,245708.37,210476.49,260154.11
2022-04-04,185730.88,157750.64,226809.84,250194.33,215037.91,264150.43
2022-04-05,186898.95,156942.53,229829.49,262023.53,213894.43,265992.13
2022-04-06,187635.18,154801.84,227230.60,269228.62,212110.73,267273.66
2022-04-07,186410.16,153682.98,224683.71,260751.52,210108.46,265227.40
2022-04-08,187745.13,153946.13,224728.06,266294.02,211833.19,268485.18
2022-04-11,186255.87,154182.58,224736.27,268858.27,210530.09,268794.51
2022-04-12,181551.80,150934.18,219765.31,266502.27,208807.16,265028.50
2022-04-13,181099.31,151865.48,220131.59,266554.52,208156.20,264825.98
2022-04-18,175188.38,143995.38,212622.92,264270.88,204559.02,263037.89
2022-04-19,172418.06,145534.33,209418.64,256229.92,201998.11,259486.77
2022-04-20,173155.57,146302.64,210383.68,258017.07,204117.12,261063.43
2022-04-21,175137.39,148143.03,213303.53,268388.13,207166.97,264677.53
2022-04-22,175818.49,150078.94,212903.79,265161.72,204538.75,262101.83
2022-04-25,170849.53,145095.83,208786.21,263400.37,201942.11,256686.72
2022-04-26,173351.58,143163.28,209969.74,272401.57,204882.41,261165.28
2022-04-27,172666.76,143436.29,208900.31,267594.53,202948.03,258891.58
2022-04-28,172724.55,142766.43,209973.91,271014.22,205409.48,261337.97
2022-04-29,171190.26,142023.68,209782.61,265663.22,203712.13,259149.51
2022-05-02,170516.79,138538.68,205416.88,268062.77,203313.69,257631.98
2022-05-04,167228.26,135299.93,202031.13,260081.47,198650.45,250900.85
2022-05-05,167828.94,135738.38,203784.78,261549.51,198710.61,251771.17
2022-05-06,162134.87,133747.35,200784.01,257735.42,195477.90,247039.19
2022-05-09,153998.32,131593.00,194960.45,248881.16,194174.81,243732.33
2022-05-10,148156.75,129181.21,188242.68,238995.82,193438.70,239718.17
2022-05-11,151951.65,127341.45,187324.83,240783.22,192569.78,237952.42
2022-05-12,148804.59,124117.05,183977.50,232496.82,188292.46,232396.40
2022-05-13,156811.03,129094.82,186842.68,232964.95,187984.56,233054.25
2022-05-16,159813.29,130155.07,187328.57,238326.55,188701.02,236460.29
2022-05-17,163662.79,136422.72,194627.62,248630.62,193667.99,243603.44
2022-05-18,164267.03,138259.97,195219.42,247781.77,193441.68,243571.01
2022-05-19,160185.10,132443.02,189788.57,239812.41,188309.14,236979.14
2022-05-20,163200.87,134584.63,192435.79,249133.41,193749.59,243389.42
2022-05-23,162460.36,134950.77,192409.44,244812.15,193136.76,242127.54
2022-05-24,162428.14,133628.77,188673.69,243031.46,192070.11,240350.16
2022-05-25,156827.09,128529.67,182902.75,234290.75,190886.72,236082.02
2022-05-26,160923.53,129020.87,185115.90,232735.71,192606.11,238776.91
2022-05-27,164124.79,131555.87,187015.68,236305.41,194777.53,241746.73
2022-05-30,167009.09,133040.67,192014.03,244581.20,198457.50,247232.88
2022-05-31,168482.69,134428.87,191502.73,245910.11,197542.13,247559.37
2022-06-01,169443.19,135172.82,189535.68,244424.30,196806.00,246567.42
2022-06-02,170544.54,136895.28,190393.23,249127.76,198059.66,247696.60
2022-06-03,168269.07,134731.47,188527.94,246372.21,197539.15,244319.23
2022-06-06,170127.70,135609.52,188577.84,249790.11,197363.46,243812.74
2022-06-07,168100.03,135139.22,186889.49,250581.81,195538.65,242247.47
2022-06-08,166844.91,134832.07,186148.19,246400.56,194822.79,241890.36
2022-06-09,167474.54,136038.72,186376.34,249609.21,196274.16,243299.75
2022-06-10,167088.96,134208.92,184178.04,247409.02,192983.10,241290.18
2022-06-13,162545.63,129019.17,177705.19,234945.76,187892.25,234375.00
2022-06-14,162090.26,128740.47,176817.67,243473.96,187388.40,234259.21
2022-06-15,158890.68,127099.47,176831.77,241721.42,186912.55,234684.21
2022-06-16,153336.44,124336.17,170776.47,231261.66,182963.38,228200.34
2022-06-17,151942.25,123273.67,167973.38,231978.66,182164.14,225857.92
2022-06-20,147847.30,117649.27,161894.09,224986.47,182838.92,222962.33
2022-06-21,153776.64,122657.02,168234.44,234442.91,186277.08,229224.98
2022-06-22,150057.69,120144.22,165066.44,228099.36,183591.11,225445.69
2022-06-23,154655.59,123509.17,168100.34,230720.22,185298.58,228325.08
2022-06-24,157974.49,125775.22,169312.75,235931.66,186997.12,230892.75
2022-06-27,161535.49,128267.77,172510.07,237853.72,188578.93,233104.33
2022-06-28,161554.34,128470.57,173295.38,239753.42,188795.12,233993.34
2022-06-29,162109.29,128938.12,171645.06,240754.27,188186.45,232683.22
2022-06-30,161959.64,128450.02,169835.98,237054.55,187961.93,230693.14
2022-07-01,160666.84,129975.67,169505.54,241464.76,187626.03,231821.83
2022-07-04,158438.74,128725.12,169189.66,244824.42,188618.23,232793.74
2022-07-05,154763.29,128363.92,167595.49,243973.66,188326.41,232539.32
2022-07-06,155444.44,128991.52,168962.96,246184.17,190457.92,235712.01
2022-07-07,156683.74,129877.42,172133.05,246675.51,192162.42,238894.94
2022-07-08,158721.54,130632.22,173626.77,249534.51,193207.03,239712.13
