,model_daily,model_weekly,model_weekly_10_holdings,momentum_only,nifty50,equal_weight_nifty100
2022-07-11,167069.04,137097.07,178924.20,255629.51,193152.24,241453.82
2022-07-12,169124.49,138548.47,180199.94,255136.55,191273.84,240054.54
2022-07-13,162832.94,132934.87,176559.68,253538.31,190182.18,239999.77
2022-07-14,162622.29,133206.22,176438.41,256030.02,189848.67,239026.92
2022-07-15,165265.09,135171.97,179066.79,259267.46,191165.45,240481.70
2022-07-18,167207.59,136402.87,181814.35,261535.17,193896.69,244738.58
2022-07-19,167999.64,136624.12,182423.40,263541.66,194635.78,246134.50
2022-07-20,166528.19,136235.02,183304.08,263473.27,196783.37,247791.67
2022-07-21,169103.84,137744.47,185617.04,267602.56,197788.68,250477.26
2022-07-22,169504.89,139253.17,186392.17,268493.60,199148.93,250706.72
2022-07-25,173106.35,140788.73,187955.76,272972.77,198095.39,250145.67
2022-07-26,170619.69,137847.97,184425.11,271342.31,196342.65,246915.26
2022-07-27,172234.95,136910.32,186218.36,268288.46,198224.04,249513.69
2022-07-28,174351.04,138350.47,188377.31,268614.10,201652.08,252844.74
2022-07-29,176264.14,140496.52,191869.03,271379.06,204375.58,256760.81
2022-08-01,179730.59,144381.22,195474.56,280582.70,206541.05,259940.25
2022-08-02,179795.14,144821.17,195828.34,282823.10,206605.35,261295.05
2022-08-03,178631.49,144061.12,196110.51,285172.15,207113.97,260917.41
2022-08-04,179158.24,143541.67,197182.86,284794.42,207040.71,262083.43
2022-08-05,180360.24,144727.72,198316.91,285049.95,207225.34,262162.72
2022-08-08,183021.51,146707.12,200365.13,291093.20,208745.20,263627.59
2022-08-10,182000.22,146187.67,200444.76,293524.16,208860.15,263811.19
2022-08-11,181348.54,146582.32,201084.57,294367.96,210340.12,265265.82
2022-08-12,187247.04,151827.82,204002.64,298963.76,210806.45,266433.21
2022-08-16,191141.62,155451.52,208325.93,308764.67,212320.36,269483.95
2022-08-17,192489.02,156521.77,209744.02,311736.96,213737.79,271713.99
2022-08-18,194435.01,157677.38,212931.50,322235.01,213883.71,272536.10
2022-08-19,193540.92,156222.37,211764.24,317968.71,211524.68,268875.42
2022-08-22,194458.75,154766.47,210910.37,308999.92,208335.45,263544.28
2022-08-23,190660.03,152904.52,209768.66,309392.70,209369.36,266208.21
2022-08-24,190565.39,152867.77,208746.89,316797.25,209696.31,267129.90
2022-08-25,189067.88,151782.22,207294.82,311378.77,208713.63,267041.27
2022-08-26,187675.99,151563.67,207350.48,317814.56,209147.81,268582.31
2022-08-29,182966.18,147071.47,205334.35,316325.72,206217.65,265642.22
2022-08-30,187938.64,150852.82,211179.46,321668.62,211534.82,271676.63
2022-09-01,186248.95,150002.02,210058.84,324548.26,208956.05,271430.22
2022-09-02,184808.32,147529.72,208021.77,332131.76,208916.12,270610.55
2022-09-05,186224.76,148148.02,208406.17,332180.71,210421.13,271806.91
2022-09-06,186296.99,150525.52,211362.65,341900.21,210299.62,272983.08
2022-09-07,185116.49,149662.27,211040.88,344443.31,209928.00,273444.75
2022-09-08,185139.46,148716.97,210381.06,342931.96,212004.71,274967.85
2022-09-09,185112.57,148148.62,209342.48,341414.71,212416.84,275718.62
2022-09-12,186747.70,149487.67,210472.48,342597.26,213643.69,278478.61
2022-09-13,188269.90,149948.17,211374.06,349091.61,215236.23,279863.92
2022-09-14,186087.76,148104.53,210029.39,350054.37,214446.51,279670.98
2022-09-15,187009.82,149732.92,213180.61,363907.96,212941.53,279539.54
2022-09-16,184673.10,146482.72,209014.49,357456.36,208813.69,273094.03
2022-09-19,186029.91,146145.68,209439.26,361680.31,209902.38,274026.25
2022-09-20,188986.71,149058.97,213358.56,367005.71,212213.16,277479.84
2022-09-21,188305.69,146996.92,210892.19,351593.87,211047.05,274569.32
2022-09-22,190293.41,148139.03,212752.94,357564.71,209992.32,275539.75
2022-09-23,188533.59,145130.17,207041.98,352078.56,206389.76,270020.23
2022-09-26,180674.94,139046.47,199734.21,342266.36,202684.79,261972.11
2022-09-27,177970.96,136933.72,200718.82,340593.87,202578.78,262313.86
2022-09-28,174180.43,134758.27,199148.18,338915.46,200806.38,260485.08
2022-09-29,174444.20,133491.37,198588.41,332801.61,200323.98,261006.53
2022-09-30,182115.07,140466.22,202854.33,333285.66,203614.45,265577.38
2022-10-03,173930.62,134437.57,197660.20,310280.91,201148.83,261627.70
2022-10-04,178346.36,137894.32,202112.55,318234.61,205757.89,268919.94
2022-10-06,181474.30,140340.52,205138.94,322627.06,206442.78,271644.20
2022-10-07,180890.17,140390.17,204970.08,322288.07,206238.50,271562.23
2022-10-10,178676.99,139169.02,202652.94,319439.11,205361.23,269648.59
2022-10-11,177140.11,137539.72,200254.77,320302.51,202294.70,264419.86
2022-10-12,175992.35,136174.13,201654.07,316628.01,203962.85,266963.49
2022-10-13,174965.82,135210.97,199143.78,316699.80,202661.55,265120.12
2022-10-14,175313.82,135024.97,197714.87,315189.66,204702.53,265407.18
2022-10-17,173837.27,133869.37,198429.73,314676.72,206204.56,266892.04
2022-10-18,171251.86,130904.17,198943.37,319511.71,208290.79,269929.99
2022-10-19,172214.75,130416.52,200117.51,318532.46,208592.15,270227.92
2022-10-20,173770.43,131641.72,201021.20,325139.57,209207.95,271658.22
2022-10-21,171315.01,129833.02,202233.81,320982.85,209355.07,270408.38
2022-10-24,172467.88,130532.77,203144.39,321050.46,211194.75,272007.08
2022-10-25,170233.66,129243.82,203741.86,320641.61,210308.55,272949.49
2022-10-27,170016.50,130054.13,205451.33,323675.41,211268.59,275396.67
2022-10-28,168469.65,128409.99,204084.89,322722.92,211862.38,274423.77
2022-10-31,169962.21,129591.84,207211.57,327878.22,214547.15,277710.80
2022-11-01,170324.44,132112.84,210041.24,345799.12,216133.74,280542.12
2022-11-02,171610.01,133209.54,209496.25,345255.92,215388.68,280197.31
2022-11-03,170261.98,134790.39,209839.11,346325.21,215029.55,280831.20
2022-11-04,170744.24,133134.24,208882.56,365808.22,215797.25,282047.75
2022-11-07,172404.80,134588.79,210488.89,375937.23,216817.45,283857.38
2022-11-09,175234.95,136037.34,210221.38,378514.52,216271.90,282614.03
2022-11-10,172787.44,134396.04,207419.87,376248.52,214737.73,280230.95
2022-11-11,173668.33,133712.89,206827.45,379387.33,218567.19,282688.77
2022-11-14,171584.68,132502.14,205646.01,381793.22,218322.42,283098.66
2022-11-15,171900.64,133381.24,206660.55,384682.02,219206.83,283604.37
2022-11-16,168965.43,132831.64,205628.75,375774.03,219281.28,282540.48
2022-11-17,167965.98,132724.55,205060.55,378875.31,218498.11,281084.07
2022-11-18,167374.00,132505.69,203052.84,376618.15,218066.33,280431.95
2022-11-21,164177.26,128883.89,200305.83,371207.13,216307.03,278733.46
2022-11-22,164070.80,130476.59,200974.47,381782.95,217310.55,280332.73
2022-11-23,164691.19,131352.59,202397.07,373415.27,217585.12,280955.62
2022-11-24,164241.97,131262.94,202126.05,374506.11,220168.06,283094.00
2022-11-25,164774.36,130857.39,201099.30,370386.15,220509.32,285435.11
2022-11-28,163949.62,131546.49,202191.62,372111.86,221104.88,286993.89
2022-11-29,164833.49,130380.49,199522.18,371153.54,221763.58,286968.72
2022-11-30,168830.13,138192.54,203653.11,376776.11,223434.71,289657.99
2022-12-01,169097.52,139091.44,203798.90,376862.53,224079.70,291563.87
2022-12-02,167008.47,140019.39,204355.50,377668.09,222693.23,292131.00
2022-12-05,165881.65,140562.09,204781.26,378085.19,222752.21,292209.08
2022-12-06,166017.95,138775.59,204256.73,383269.59,222057.78,291266.38
2022-12-07,165371.08,137816.59,203259.09,379014.17,221078.08,289308.39
2022-12-08,165553.96,140570.34,204478.62,384263.32,221659.94,290742.46
2022-12-09,165533.77,141861.99,205449.72,379960.37,220316.95,288853.68
2022-12-12,164696.51,139529.59,204702.40,381420.07,220323.51,290408.03
2022-12-13,164648.81,138993.04,204265.99,384899.19,221643.86,292220.13
2022-12-14,164444.48,139495.99,205150.84,383747.87,222266.83,293960.65
2022-12-15,162926.12,138978.94,203371.96,381142.64,219343.81,290712.27
2022-12-16,161671.10,139008.62,200962.30,373717.39,217605.96,286382.98
2022-12-19,162847.56,139832.07,203014.72,381605.57,219409.90,289426.67
2022-12-20,162690.82,138714.17,202458.90,391460.23,218991.24,289004.50
2022-12-21,159537.68,136726.42,198357.06,369004.89,216773.36,283679.99
2022-12-22,156023.52,135547.82,196439.89,361696.07,215918.73,280384.90
2022-12-23,148315.62,127684.71,189180.58,336859.12,212100.61,269851.83
2022-12-26,155218.81,134845.26,195817.77,351910.57,214575.74,277910.67
2022-12-27,155576.76,133951.59,196831.77,357271.84,215977.71,281599.15
2022-12-28,157111.29,135186.26,198150.88,357326.77,215860.97,282131.22
2022-12-29,159063.25,137964.06,198999.78,357237.05,216676.89,282848.68
2022-12-30,157191.61,135642.26,197946.84,361139.73,215656.10,283474.02
2023-01-02,156797.58,135582.19,197844.38,359499.04,216753.70,285548.23
2023-01-03,156991.35,134910.11,197396.61,362871.52,217171.81,286790.72
2023-01-04,153961.05,133079.31,194314.48,360073.89,214913.42,282939.98
2023-01-05,156496.94,134215.94,195094.76,360898.02,214308.35,283815.96
2023-01-06,155977.47,133222.04,193459.35,359413.84,212727.71,281235.27
2023-01-09,158273.46,134932.54,195015.29,362224.37,215607.25,284619.78
2023-01-10,157878.61,134396.56,194255.20,345408.79,213379.27,282390.30
2023-01-11,155994.11,130550.06,192341.77,344306.27,213159.49,281818.24
2023-01-12,156131.96,129367.61,191409.84,345172.32,212712.82,281160.41
2023-01-13,157473.91,128518.51,191094.41,349807.46,213884.89,282958.18
2023-01-16,158281.46,131909.09,192477.95,341762.64,213149.37,282522.86
2023-01-17,158747.49,132071.24,192987.04,342695.40,215036.72,282338.27
2023-01-18,158502.14,131774.49,193274.62,339074.04,216371.36,283040.02
2023-01-19,158825.22,132725.11,194264.98,327420.47,215686.46,282544.54
2023-01-20,160345.94,133998.44,193967.78,329778.81,214731.19,281127.80
2023-01-23,161866.64,135140.76,194483.85,328970.93,215813.93,282098.13
2023-01-24,162939.00,135573.84,194338.54,328110.22,215810.95,281788.84
2023-01-25,162205.42,130942.04,190950.25,322365.79,213114.83,277009.00
2023-01-27,162590.97,121962.82,182033.11,275420.79,209689.17,270331.15
2023-01-30,160399.07,119980.78,180680.59,288678.35,210220.40,269186.40
2023-01-31,161116.80,119975.41,180496.33,297565.46,210377.64,272523.46
2023-02-01,160636.94,118998.27,174638.25,232009.83,209831.52,267180.59
2023-02-02,162847.04,119728.66,175069.27,193071.94,209761.24,266108.42
2023-02-03,162970.43,119699.89,175836.10,192278.89,212663.41,267365.69
2023-02-06,167482.57,123679.29,178544.45,191609.39,211597.94,267134.57
2023-02-07,169603.72,126464.18,179813.11,207959.32,211084.57,267072.13
2023-02-08,170429.61,127054.44,180419.89,233450.19,212873.63,270712.68
2023-02-09,168141.90,125023.07,178482.84,214775.72,213132.69,269767.51
2023-02-10,167436.84,124592.46,178778.27,209454.19,212692.58,269166.52
2023-02-13,169261.77,126044.88,178140.84,199263.89,211672.99,265963.31
2023-02-14,170884.40,126584.31,177792.70,201855.72,213566.27,265770.82
2023-02-15,171133.47,127141.23,179022.25,205558.17,214590.63,267243.50
2023-02-16,174211.09,129832.13,180688.33,210281.24,214828.86,269000.37
2023-02-17,174282.16,129858.84,179697.99,204779.89,213737.19,267216.57
2023-02-20,174545.46,130109.70,179538.97,196445.69,212550.84,266607.15
2023-02-21,175566.45,131180.89,178916.61,192562.27,212337.62,265582.85
2023-02-22,173993.12,129632.28,176578.05,177611.69,209093.03,261040.22
2023-02-23,174094.75,129449.81,176984.26,175580.54,208580.24,260605.65
2023-02-24,173111.85,128727.14,176217.63,171086.62,208038.88,259699.73
2023-02-27,173071.84,128878.68,174598.67,161498.94,207168.15,257033.45
2023-02-28,172675.85,128940.19,174698.19,175142.24,206111.03,257678.87
2023-03-01,176840.51,132602.30,177838.31,191850.47,207861.40,261958.29
2023-03-02,176649.81,132645.04,178327.81,193745.57,206324.85,261820.66
2023-03-03,178760.13,133911.58,179626.57,213611.95,209570.05,265591.10
2023-03-06,179354.76,134200.01,181526.48,220706.52,210964.85,267441.95
2023-03-08,182757.40,136919.70,184710.67,225642.10,211476.45,268744.94
2023-03-09,181662.15,136274.55,185128.11,219078.02,209513.48,267017.44
2023-03-10,181434.97,136034.07,186159.86,213200.69,207408.77,265538.35
2023-03-13,178299.55,133475.11,185318.57,209008.19,204328.54,261380.28
2023-03-14,177384.54,132935.24,182153.27,210504.01,203006.40,258877.26
2023-03-15,178779.44,134276.15,181769.89,211844.05,202158.91,259438.71
2023-03-16,176381.68,131910.80,180936.82,209208.70,202319.10,259499.33
2023-03-17,177066.24,132947.19,181755.69,211035.86,203682.36,261752.08
2023-03-20,174392.17,130322.09,178154.51,209551.63,202352.46,258498.89
2023-03-21,175996.88,131973.86,179873.81,211438.18,203771.09,260013.88
2023-03-22,176087.62,132027.82,180543.46,212245.07,204299.95,261110.79
2023-03-23,174396.98,130333.06,178877.67,211192.10,203406.61,260319.60
2023-03-24,175148.93,131124.77,176855.20,210640.31,201836.12,257371.57
2023-03-27,176797.05,132499.15,176062.60,211618.99,202320.29,256262.43
2023-03-28,176530.19,132283.39,175352.83,212215.57,201915.31,254084.78
2023-03-29,178567.19,133888.78,180068.23,215706.23,203451.86,258015.87
2023-03-31,180413.73,135548.53,181746.04,219423.52,206775.69,261126.13
2023-04-03,180431.79,135950.05,183160.92,227958.49,207231.90,261681.77
2023-04-05,183691.27,138424.27,184299.01,229921.44,209125.78,262182.49
2023-04-06,182047.03,136747.96,183863.63,225250.83,209627.24,263191.32
2023-04-10,183990.53,138438.82,184941.41,227139.53,209923.83,265004.86
2023-04-11,186572.31,140277.82,186844.48,229910.03,211094.11,266834.86
2023-04-12,186291.33,140220.28,186881.00,230798.62,212167.30,268231.54
2023-04-13,185778.17,139579.58,186729.07,231683.01,212353.11,268124.52
2023-04-17,188057.40,141344.24,188306.18,233443.99,210910.07,268518.01
2023-04-18,186081.85,139611.29,187015.66,229776.28,210353.82,269292.14
2023-04-19,187095.84,140557.66,187906.30,232797.59,209860.69,268201.10
2023-04-20,184064.06,137616.90,186396.13,226659.13,209928.58,268177.75
2023-04-21,186298.21,139090.45,186106.76,225117.90,209923.83,267023.15
2023-04-24,189423.37,141962.00,187912.35,228677.63,211345.43,268723.80
2023-04-25,189387.07,141702.66,188686.89,228677.18,211653.33,270512.21
2023-04-26,190308.87,142500.84,189766.14,230313.82,212181.59,271426.23
2023-04-27,191592.00,143417.44,190642.75,231543.29,213390.00,273233.53
2023-04-28,193982.56,144833.86,192640.15,231352.03,215176.07,277008.53
2023-05-02,192790.67,143776.51,193083.83,231183.02,216160.54,279738.93
2023-05-03,195122.07,145695.09,194050.37,232232.98,215472.06,279656.55
2023-05-04,194388.87,145252.18,194941.69,233481.29,217448.74,281648.50
2023-05-05,195314.88,145813.55,194168.69,237058.74,215223.72,280648.37
2023-05-08,196231.42,146450.17,195076.68,238336.08,217551.17,283342.80
2023-05-09,196172.31,147047.52,195916.76,240723.43,217569.62,282675.50
2023-05-10,201540.36,151954.28,198996.41,246968.65,218155.06,283380.65
2023-05-11,200585.98,151379.60,198504.87,245761.74,217939.47,283809.53
2023-05-12,198791.76,149726.46,197657.86,244158.15,218151.50,283058.17
2023-05-15,201140.57,151309.91,198890.73,244323.74,219152.63,284742.88
2023-05-16,202370.00,152702.24,199700.14,246115.01,217814.41,284876.45
2023-05-17,204286.02,154184.21,200867.07,247540.01,216566.71,284636.83
2023-05-18,201629.62,152343.11,198880.46,245971.25,215949.70,282618.31
2023-05-19,201791.48,152505.37,198844.04,246450.99,216824.59,283603.43
2023-05-22,203015.30,153245.72,198997.20,246342.96,218146.73,286161.45
2023-05-23,201655.37,151666.32,198951.79,246090.52,218546.95,287466.21
2023-05-24,204223.72,153793.94,199855.04,249787.11,217801.31,287581.39
2023-05-25,205989.75,154841.16,200823.98,250691.15,218227.13,289046.81
2023-05-26,210195.21,158613.91,203572.25,255836.88,220349.70,291273.40
2023-05-29,210650.31,158613.96,204823.84,255719.91,221532.50,292633.80
2023-05-30,210459.60,158278.99,204954.36,252669.66,221951.76,292083.78
2023-05-31,211914.02,159986.87,206953.32,256531.00,220767.20,292995.44
2023-06-01,209975.52,158653.45,204883.43,253993.38,220211.54,293530.06
2023-06-02,212448.93,160606.36,207624.67,256983.87,220763.62,295522.79
2023-06-05,214397.11,162545.83,209489.17,257289.42,221475.31,296819.04
2023-06-06,216272.83,164013.37,211538.05,259454.33,221536.66,297844.06
2023-06-07,216090.33,163672.31,213536.12,258778.42,223054.15,301590.41
2023-06-08,213730.13,161485.35,211181.79,254039.22,221960.11,299668.48
2023-06-09,216922.42,164642.22,213174.93,256139.50,221112.63,299812.34
2023-06-12,216028.47,163965.15,213966.01,256418.06,221566.44,301263.34
2023-06-13,217585.12,164813.31,215116.02,257646.01,222932.06,302912.98
2023-06-14,218756.60,165912.58,215670.59,257972.81,223405.53,303051.50
2023-06-15,220988.66,167743.70,215732.38,259125.25,222597.94,303387.21
2023-06-16,223791.04,169852.68,217981.07,260476.26,224240.51,306289.11
2023-06-19,223007.93,169022.92,217316.80,257588.73,223400.16,305938.29
2023-06-20,223129.34,169243.29,218797.16,259047.78,224129.72,307325.79
2023-06-21,222117.68,168777.25,218950.15,260071.02,224607.96,307457.69
2023-06-22,219777.95,166581.11,215695.86,256419.49,223588.37,304197.93
2023-06-23,213895.70,161378.11,211521.90,250247.00,222328.76,300534.89
2023-06-26,218002.23,165119.70,213778.27,253260.17,222634.86,303283.80
2023-06-27,217210.13,164460.26,214329.01,254043.24,224138.07,305134.88
2023-06-28,218548.00,165324.01,216996.66,255459.22,225980.73,307632.43
2023-06-30,220978.50,167368.63,218245.95,256424.52,228564.88,310202.84
2023-07-03,224099.70,169415.62,219871.71,257489.25,230155.03,312016.27
2023-07-04,222589.47,167792.32,218196.24,254776.32,230946.52,312193.47
2023-07-05,226297.62,170587.62,220901.94,258197.64,231059.68,314084.94
2023-07-06,224985.31,169447.11,221778.28,256575.15,232236.51,316321.06
2023-07-07,225105.28,169967.68,221681.53,257635.39,230265.21,313987.07
2023-07-10,224160.41,169259.97,220929.60,264808.86,230552.26,313179.01
2023-07-11,229098.90,173200.34,224610.64,276144.11,231546.85,316106.27
2023-07-12,229086.77,173332.33,224604.23,286578.71,230890.55,316989.22
2023-07-13,228436.70,172731.54,222214.57,285056.00,231241.32,315345.53
2023-07-14,228299.47,172548.32,221724.37,279611.75,233036.94,317522.38
2023-07-17,227487.95,171847.02,221891.71,284384.26,234787.28,319136.84
2023-07-18,227703.52,172003.10,222072.95,285173.20,235237.53,318235.03
2023-07-19,228688.88,172418.90,224502.96,284425.73,236236.89,320194.11
2023-07-20,230086.54,172708.23,227855.58,289144.18,237975.93,321682.13
2023-07-21,229003.82,171802.27,227917.89,290817.72,235186.91,320208.12
2023-07-24,227549.00,171912.28,230467.46,298628.12,234321.56,320778.69
2023-07-25,223891.72,169226.12,227863.89,290902.45,234419.82,321293.92
